,Unnamed: 0,time,position,speed,acceleration,kinetic_energy
0,0,0.0041666666666666,0.2966666666666667,,,
1,5,0.0249999999999999,0.3256666666666666,1.391999999999998,,0.2751482879999992
2,10,0.0458333333333333,0.352,1.2639999999999978,-6.143999999999996,0.2268728319999992
3,15,0.0666666666666666,0.3746666666666666,1.0879999999999994,-8.447999999999938,0.16809164799999982
4,20,0.0875,0.3936666666666666,0.911999999999998,-8.448000000000045,0.11810764799999947
5,25,0.1083333333333333,0.4093333333333333,0.7520000000000037,-7.679999999999736,0.08030156800000078
6,30,0.1291666666666666,0.421,0.5600000000000005,-9.216000000000166,0.044531200000000076
